trait1,trait2,x1,individual
0.296052105,1.056928035,-0.055509581,3
0.907186049,1.839783591,0.763284838,3
0.941208216,1.410025817,1.464173407,3
0.958782876,1.767367396,0.451340588,3
0.435656098,1.293205543,0.045072856,3
1.784393958,2.297730384,1.978440824,3
1.596234102,1.868701335,1.606023025,3
1.941304968,1.872709998,1.445588603,3
0.839387349,1.116846573,0.286811495,3
0.018024218,0.441386669,-0.243562369,3
0.133750159,0.570178245,-0.60947847,3
-3.93006282,-0.831552664,-4.229471511,3
1.289228641,1.221911753,0.479944354,3
0.249840957,1.210543066,-0.375232465,3
1.051732852,0.696652974,-0.457198222,3
0.54875903,0.211165554,-0.787874442,3
1.994678451,1.079286934,1.042685951,3
-0.422656514,1.359564237,-0.587127864,3
1.301453358,1.33844431,0.311672344,3
2.163134889,2.215159882,1.384137783,3
3.322571385,1.136396945,1.741486484,3
0.673238358,1.750326502,0.172827779,3
-0.087500716,0.976248468,-0.220481204,3
-0.713374493,0.048683749,-1.430258676,3
2.18344586,0.758320563,1.281749745,3
1.847389963,2.631334439,1.090995149,3
0.359517887,0.994742345,-1.005884759,3
0.473578947,1.336512721,-0.614691212,3
1.452347989,2.119938495,0.30461758,3
1.211051356,1.156002197,0.20347373,3
-0.304331228,1.134842945,-0.759411735,3
-0.391087952,-0.045173602,-0.865130396,3
1.543255059,1.818345328,0.339964739,3
0.000174296,0.960535935,-0.571103005,3
0.089849291,1.360591547,-0.103977044,3
0.811630524,1.39102939,-0.774229128,3
0.591751912,0.650088951,-0.436233743,3
2.651066335,2.80768091,1.96491482,3
0.586002938,2.447079923,0.068026655,3
0.681174604,0.946097168,0.226950653,3
-1.686807236,0.455305235,-2.29705758,3
1.27287403,0.678995361,-0.193205307,3
0.600287487,1.178326792,-0.292934667,3
-0.495221823,0.548128409,-0.971238585,3
-0.467112685,-0.819171778,-0.537335469,4
0.460333876,-0.193433698,0.235843261,4
2.073708916,0.99099914,2.257181069,4
0.907507556,-0.551225548,0.414175525,4
2.151105932,0.220481373,1.937604862,4
-1.028490153,-1.350825847,-1.825094522,4
2.326519124,-0.136172599,2.770839575,4
0.82956771,-0.036212114,0.755832474,4
0.68933848,-0.211017272,-0.012453285,4
-0.626557761,-1.471303292,0.005221002,4
-0.195934574,-0.515120988,0.068130306,4
0.019372731,-0.598982115,-0.353197347,4
-0.79713145,-1.51416092,-0.667391231,4
1.375542276,-0.218025068,0.323151445,4
-0.432404865,-1.507957625,-1.019040301,4
-0.682507468,-1.624541353,-1.295410905,4
0.264722929,-0.856069422,1.093155326,4
0.173619764,-0.769278958,0.937551911,4
-0.722634657,-0.514813511,0.499986712,4
-0.799377616,-1.549583969,-0.614527693,4
-1.587470614,-1.590387314,-0.992783738,4
-0.922446979,-0.828629097,-0.327966661,4
-0.477054993,-1.211689638,0.527416545,4
0.8582295,0.288733001,0.917557366,4
-0.631692312,-1.476144495,-1.125903584,4
-0.204656089,-1.250837288,-0.762347209,4
-0.901700854,-2.537672641,-1.441287331,4
-1.071706028,-1.762829056,-0.14335951,4
2.313246127,0.747639423,2.358604628,4
0.189313455,-0.589959215,0.916775697,4
-1.571590364,-1.748499268,-1.67538356,4
-1.485992128,-2.584673856,-1.678551465,4
-0.318109479,-0.694237637,0.100123002,4
-0.882956122,0.104392341,-0.13925809,4
-1.137848845,-0.477249001,0.283001048,4
-0.776290256,-1.18173522,-0.364928553,4
0.350312977,-0.328188086,0.623563588,4
-1.005146953,-1.045460181,-0.195999428,4
0.225064527,-0.562681544,0.977399195,4
-0.616657892,-0.965592404,-0.176206438,4
-1.38976562,-1.616358813,-1.555209528,4
1.438966647,-0.355750354,2.160596327,4
-1.007241492,-2.146612922,-1.03394743,4
1.113852251,-0.399496523,1.111695323,4
0.413348147,-1.695126017,0.688686354,4
-0.93287488,-1.084369376,-0.713735265,4
0.171727696,-0.029791412,0.742265017,4
0.100370911,-0.110260604,0.124193505,4
0.210540911,-1.709193507,0.091132662,4
-0.886860626,-1.587939476,-0.35259654,4
-0.513643238,-0.369677324,-0.468618192,5
0.2787847,0.135960323,0.108538659,5
-0.895098481,-0.675608821,-0.643907163,5
-1.271432263,-1.709050402,-1.517807431,5
0.872470032,0.130338216,1.174860276,5
0.271549797,0.920127015,0.897162313,5
-0.818106482,-0.50067419,-1.268811203,5
-0.047406035,0.150656249,-0.499932748,5
-0.327054812,0.22830908,0.139111804,5
-0.876422896,-1.01076929,0.145316699,5
0.115054504,-0.058889955,-1.031845966,5
-0.859659105,-0.650469321,-1.01508843,5
-0.468124307,0.158531756,-0.346086741,5
0.354597597,0.296515237,0.24514322,5
-1.157229393,-1.044935762,-1.924789274,5
0.110448512,0.107665112,-0.496273923,5
0.427742226,0.344287575,0.468997774,5
0.687581536,1.289482438,1.128361563,5
-0.623435924,-1.639594795,-1.131656468,5
0.440037184,0.301357874,-0.35250391,5
-0.146842622,-0.571760251,-0.267598824,5
0.793448283,0.464507115,0.677474654,5
-0.970190599,-1.804855846,-1.908510854,5
0.541047839,0.149939021,-0.588137811,5
0.213527116,0.279353422,-0.854059415,5
-0.728853074,-1.896861081,-1.618324907,5
-0.580110528,-1.014655628,-1.26611388,5
-0.641468837,-0.349284497,0.448388116,5
0.541383518,0.147390987,-0.409867635,5
-0.447842072,0.81108906,-0.208006641,5
0.049785137,0.506655782,0.230851237,5
1.536689437,0.261860531,1.95278603,5
-2.520175667,-0.290438462,-2.112858496,5
0.773184309,0.3689164,1.524842615,5
1.417275003,1.432244361,1.082118814,5
1.276526596,0.512106166,0.935220872,5
1.129248405,0.729944804,2.2380698,5
-0.509489241,0.13179677,0.32562837,5
0.511240004,0.142717909,0.244719202,5
1.775930066,0.983595051,0.136544297,5
0.120821852,0.257269013,0.873616017,5
1.141318867,0.117202551,1.034273806,5
1.291727952,0.90441313,1.05615541,5
-0.045418521,-0.93686136,-0.248059132,5
0.536794807,-0.521677827,1.451795069,5
-0.41330951,-1.240743981,0.155136056,5
-2.690076038,-2.164544396,-2.376031887,5
-0.3795891,-1.165098091,-0.626790908,5
-0.246193236,-0.186459515,-0.031702117,5
-0.285314369,-0.064834643,0.008433324,5
-1.176946613,-1.502259613,-0.595794694,6
0.449373514,0.347293791,0.244721164,6
-0.961301856,-2.372783564,-1.974080943,6
-1.550080487,-1.670080989,-0.825538985,6
0.955570525,-0.973199165,-0.054453422,6
0.82037485,-1.382395765,-0.425704756,6
1.650624313,-0.312049127,0.953808057,6
-1.01301652,-1.272581412,-1.505427852,6
0.386669808,-1.233555882,0.332580103,6
0.903982619,-0.624002164,0.356491553,6
-1.739922171,-2.447075789,-2.122954842,6
1.156658368,-0.105004822,0.132591922,6
-0.690917497,-2.250076026,-1.567187542,6
-0.58533424,-1.901692322,-0.449654313,6
-0.691659047,-1.298534517,-1.047760177,6
2.076789396,-0.953531844,0.791340665,6
0.963710369,-0.645713273,-0.453253111,6
-0.068586715,-0.059168321,-0.509323554,6
0.739131695,-1.661750883,-0.580509102,6
0.096097215,-1.198602396,0.234611798,6
1.264678342,-0.790690275,0.761263016,6
0.102784161,-1.264826238,-0.687128003,6
-0.065123713,-2.262371511,-1.074427326,6
-1.337536006,-1.02485112,-1.222581895,6
-1.433901315,-2.107707737,-2.06441848,6
-0.102386199,-0.598972298,0.898993825,6
0.954811284,-0.81087108,0.680466359,6
-0.221037113,-1.686374925,-0.62348692,6
0.370380644,-0.41227832,-0.546069587,6
0.467594369,-0.281553995,-0.540962108,6
-0.802299911,-1.103375697,-1.878723584,6
-0.829620908,-1.594874283,-1.719048889,6
1.229224422,-0.535496239,1.330012336,6
0.706751525,-0.499669985,-0.464632392,6
0.726589326,-0.239926411,1.375301142,6
2.013218195,-1.005240342,1.19171376,6
0.052882944,-2.186976528,-0.302864413,6
-0.155904766,-0.81631245,-1.009730865,6
1.878791737,-0.43940879,1.372027852,6
-2.197103715,-2.078037788,-2.084752264,6
0.034778833,-2.022746383,0.18937568,6
-0.593668588,-3.562841466,-2.041092581,6
-1.217948258,-0.90043246,-0.260233028,6
0.957668847,-1.478060444,0.443593697,6
-0.081297096,-2.017847482,-0.944381509,6
0.680702651,-1.433612874,0.896693239,6
1.135781353,-0.035484148,1.722671242,6
0.209723153,0.100596912,0.824350772,6
1.351526119,0.039409367,0.606879391,6
2.351735826,0.551807183,1.477183833,6
-0.335855517,0.310220365,-0.191158227,7
-0.740642741,0.887244493,-0.552324839,7
0.989066283,1.351670805,1.849617817,7
2.143809052,0.783523624,1.475373105,7
-0.220199827,0.749613845,-1.044713227,7
0.511525567,0.225460577,0.44192279,7
-0.745377882,-0.125113299,-0.875391713,7
1.10762383,1.28598015,0.518431888,7
1.284202273,1.815659748,1.885407642,7
1.222181016,2.245594658,1.823072575,7
0.609614777,0.352820122,0.48610351,7
0.302941723,1.192990527,1.049760856,7
-0.276547961,-0.241515671,-1.0602273,7
-1.061938601,-0.049752965,-0.519331874,7
-0.751465092,-0.424609403,-1.170161728,7
0.3049223,0.922389223,-0.778127606,7
1.038041405,1.251229152,0.792533139,7
0.681439608,0.775580444,0.336627271,7
0.046162027,0.626357489,-0.258342237,7
-1.333714855,-0.317985014,-2.38597534,7
-0.631269275,-0.418829669,-0.523724317,7
-0.876109588,-0.138044825,-0.971593152,7
0.593870218,0.938795831,0.007926859,7
-1.636479868,-0.189467759,-1.812338393,7
0.170387464,0.912602878,0.510701848,7
-0.67122683,-0.391077629,-1.475296947,7
0.648272266,1.091409646,-0.114729158,7
0.54975764,0.504741909,0.106215027,7
1.461424007,1.796392202,0.668872978,7
-0.184426331,0.095287676,0.357204298,7
0.83626885,1.411873021,-0.188220144,7
-1.176109409,0.044771505,-0.662160694,7
-1.782980946,1.021112492,-0.419505282,7
0.734681784,-0.002682742,0.38354326,7
0.075817467,0.141936812,0.545477617,7
0.728939665,0.625855133,1.018136688,7
-0.640555595,0.170556159,-0.179406449,7
0.714468421,1.083649438,1.628785136,7
-2.123983035,-1.013204024,-2.73252078,7
0.987357483,2.08018347,0.567084178,7
0.08640164,0.773678961,0.312997154,7
0.763771942,0.970967102,-0.268452116,7
0.11953806,-0.172064396,0.602294714,7
1.706956253,2.854982344,2.071433197,7
-0.21163389,1.062360844,0.093005106,7
0.851088891,-0.373596715,0.988054226,7
0.256713637,0.142743828,0.505176107,7
1.223979347,1.534671517,1.21972379,7
-0.466861,0.614776559,0.827138053,7
2.288669458,1.659947812,1.421395603,7
-0.556297306,1.105035589,0.661914043,8
-0.361713765,-1.703239898,-0.739435198,8
-1.083460509,1.301689836,-0.214936105,8
-1.052231853,0.761995264,1.097224798,8
-0.612845093,0.627641986,0.026813503,8
0.039062154,0.465742762,1.082285907,8
-0.888010487,-1.323061265,-1.332262339,8
-0.771433216,0.788849776,0.652181759,8
-0.516955088,-0.411846848,0.123779407,8
-0.672995534,0.241212253,0.55306692,8
-0.883447569,0.354142309,-0.006105173,8
-0.535227471,0.513922465,0.02233199,8
-0.087696239,-0.435296179,-0.309872784,8
-0.125190655,0.395483266,-0.428266928,8
-1.431057541,-0.034559544,-0.06594259,8
-0.836123776,-0.358549715,-0.381014622,8
-0.906397258,-1.15018629,-0.538889635,8
-0.023568199,-0.392393053,-0.445290391,8
-0.159637986,0.918253391,1.071622966,8
-0.214196524,-0.585153955,-0.060410311,8
-0.605825056,-0.357997085,-0.046049462,8
-1.194221686,0.184148954,-0.041695652,8
-0.894625902,-1.025269309,-0.289493627,8
-0.337233964,-0.410191273,0.61057931,8
-1.104426696,-0.59412072,0.199063481,8
-0.080365878,0.619635185,-0.463791624,8
-0.267028848,0.535482786,0.613866303,8
-0.392431405,0.543709758,2.279263677,8
-1.457401746,-0.587633458,0.5123187,8
0.155534743,-0.133038251,-0.60126145,8
0.200993025,0.539275402,0.691539934,8
-0.852614572,-0.281387627,0.570154725,8
-0.158640832,0.32555152,-0.657336034,8
-0.508068253,-2.178837257,-2.673857719,8
-0.616674715,-0.799761597,-1.455266707,8
-0.463124116,-0.233084491,-1.874356041,8
-1.174827371,0.003312319,0.195268483,8
-0.478748487,-0.862198274,-1.578045964,8
-1.073909834,0.463212131,0.481967203,8
-0.106152951,0.275914538,-0.08594791,8
0.130577933,-0.401826301,-0.083148937,8
-0.721223166,-0.144559699,-1.124621391,8
-0.336123713,-1.761702283,-1.817145587,8
-0.247960897,0.873919981,-0.007893642,8
-0.833271825,-0.930656903,0.046365239,8
-0.665921697,0.563525912,0.586789066,8
-1.37931597,0.249453726,0.902118722,8
-0.889865068,-0.723543177,-0.881016293,8
-0.699140215,-1.525341861,-1.736984586,8
-0.249360333,0.086046662,-0.814153225,8
-0.622899409,-0.877798718,-1.747767139,9
0.811570697,0.234199483,0.565220825,9
-1.485214357,-0.638222249,-0.396172464,9
0.198067567,1.068743335,0.448754466,9
0.151007301,0.817681649,1.340320817,9
-0.600907523,0.402664131,-0.698647507,9
-0.057739373,-0.525027864,-0.013644253,9
-0.124197756,0.142862055,0.819749947,9
-0.542083799,-0.260714102,0.179777103,9
-0.236649104,0.600889505,1.977677977,9
0.901176846,0.878870092,1.487092323,9
-1.403031049,-0.153638879,0.234536766,9
-0.578764775,0.169327435,0.455484014,9
-0.490357217,1.062359388,1.51192009,9
-0.580395226,0.350339653,0.823658345,9
-0.159511899,0.226390636,1.506461348,9
-0.087270991,-0.242692626,-0.512664998,9
-1.268980735,-0.340883176,-0.698681493,9
-0.372874352,-0.858076316,-0.106554087,9
-0.013713263,0.13514635,1.55922873,9
-0.472499875,0.317869705,1.05360881,9
-1.003478127,-0.715250138,-0.772748703,9
0.119505047,1.45093276,1.251549593,9
-1.161984704,-0.962320913,-2.090593805,9
-0.446051075,0.328141223,0.082590278,9
-0.853226541,-1.073294245,-1.137052147,9
-0.263233537,-0.413791774,-1.604195143,9
0.179959803,0.365186331,-0.149570729,9
0.101221996,0.905137382,2.246449478,9
-0.742456587,-0.15357557,-1.563816801,9
-0.442624727,-0.625846536,-1.035418332,9
-0.141355505,-0.614964414,0.156907231,9
-0.535220813,0.264608193,-0.402700219,9
0.034978248,-0.380611531,-0.01284912,9
-0.895197137,1.079186806,2.978059748,9
0.715010087,-0.066524113,0.030601359,9
-0.828663879,-0.460854399,-0.778132506,9
-0.423090393,-0.405715588,-0.608580502,9
-0.40517375,0.219744624,-0.061316668,9
-1.553921268,-0.553584038,-1.195072217,9
-1.089359202,-1.186477925,-0.925334921,9
0.018973433,-0.203931725,0.360559362,9
-0.021807683,-1.321519586,-0.452964908,9
0.401787684,0.210873835,1.035828008,9
-0.231874898,0.06774486,-0.821652434,9
-0.447901382,-0.261778139,0.232594783,9
-0.573363795,-1.001664068,-0.764668164,9
-0.578571324,0.757128692,0.832739847,9
0.361019807,-0.028087485,0.494293051,9
-0.632210293,-1.345990956,0.573204134,9
-0.882586951,0.208156335,0.973818635,10
-1.339925807,0.811141639,0.853667773,10
1.382869739,0.446740456,-1.260099556,10
-1.178089555,0.138704757,0.151860279,10
-2.141136972,1.420004626,0.708228123,10
0.436512361,-0.423003745,-1.043889981,10
-0.608318215,0.059466841,0.045154842,10
-1.298549984,-0.148154276,-0.184259821,10
0.434876507,0.4808379,-0.654081461,10
-1.208328295,-0.713574061,-0.557310951,10
0.197071311,0.205803042,0.022423275,10
-1.901377584,1.297247038,0.921730064,10
-0.69534219,-0.26400613,-0.050704377,10
-2.459363198,0.56630512,1.68480038,10
-0.33621767,0.183352581,-0.593362263,10
-0.744689778,-0.251875969,-0.15298126,10
-1.587705097,1.421052196,1.481761621,10
-0.654991733,0.229811065,0.957460901,10
-0.814684205,0.513994815,-0.348929619,10
-0.135545668,0.210529599,-0.273137326,10
0.099407633,0.307922786,-0.904556922,10
-0.095387235,0.179714889,-1.026836171,10
-2.110078615,1.755649368,1.079046467,10
1.867610686,-1.741351075,-2.07055074,10
0.364535063,-0.869432434,-0.644677348,10
-1.492156128,-0.06346625,0.138621885,10
1.012349478,-0.55713789,-1.853754496,10
0.278655341,0.0356392,-0.844611209,10
-0.076821186,0.552524839,-0.075929122,10
0.281864175,-1.876260596,-1.313769194,10
-0.673742374,1.321286254,1.1409083,10
-1.018739792,0.931487458,0.927753572,10
-2.457964675,0.17305228,1.405323248,10
0.745890888,0.088024112,-1.707216185,10
-1.758781887,0.636582911,1.99238906,10
-0.567254795,0.43524891,-0.884305413,10
-1.613378821,0.629379456,1.268213518,10
0.878249446,-0.3013365,-0.803995637,10
-0.239011609,-0.247703384,-0.210083938,10
-1.46543026,-0.247549555,0.504751797,10
-0.017110592,-0.38445314,-0.181880544,10
1.118819281,-0.111986467,-0.682772571,10
-0.3752221,-0.077232244,0.329415167,10
-0.730799834,-0.212997953,-0.573195037,10
0.105918947,0.43834844,0.057066342,10
-0.712178813,-0.370162477,0.438314661,10
0.107469233,-0.784961268,-0.876856982,10
-1.309742969,-0.596911019,0.07613082,10
-0.729368401,-0.423062408,-0.11657699,10
0.01445822,0.458692705,0.464565048,10
-0.012149878,-0.210504367,0.744189051,11
-0.407318648,0.664346732,0.470377356,11
-0.491792559,-0.505929438,0.251375799,11
0.470797486,0.256175911,0.927323187,11
-0.409768655,-0.621640424,-1.330116227,11
-0.306994718,1.239252001,1.676474384,11
-0.087956803,-0.271712035,1.147436672,11
0.594862066,0.414877626,0.814922917,11
-0.347293726,-0.482634795,0.294235882,11
-0.810415861,-0.363995719,0.796676204,11
0.2470288,0.129192152,0.529833158,11
-0.652258299,0.730847152,1.283038339,11
0.007706828,0.522783037,1.202065221,11
-0.970171375,0.222500932,-0.336103618,11
0.115453666,0.745767719,1.552036948,11
-0.284239635,0.89882069,1.360656296,11
0.512578426,0.63408416,-1.003608198,11
-0.321531902,0.381381388,0.494668686,11
-0.894908865,0.05866222,-0.990746895,11
-0.649983684,0.579983747,0.992659135,11
0.949519423,-0.205027099,0.635717921,11
-0.240334874,0.696205292,0.435271612,11
-0.159151114,0.709757755,0.112198355,11
0.230488361,1.13246708,1.190914464,11
0.746915,0.141652374,2.394369372,11
0.661848957,-0.061064658,-1.241783235,11
-0.122687159,-0.761858457,0.233301062,11
-0.186591847,-0.635342229,-0.933935555,11
-0.67688737,-0.27509454,-0.202530301,11
0.694668964,-0.813042697,-1.007547575,11
-0.029881389,0.972372009,0.355397495,11
0.09027684,-0.140402489,-1.53521882,11
-0.045251008,0.687457817,0.562366706,11
-0.479590959,1.106715321,0.253934097,11
-1.558353754,-0.929922385,-0.602483972,11
0.212443379,0.41313947,1.489556285,11
0.16396679,1.173969662,1.214640929,11
0.44437493,-0.86845049,0.679289069,11
1.004617056,0.251984581,1.021176345,11
0.029327232,-0.611426732,-1.129055239,11
0.028259967,0.370398187,-0.059142424,11
-0.373838591,0.135818754,0.597855237,11
0.797072257,0.050047431,0.590589876,11
-0.410279656,-0.52273808,-0.293720185,11
-1.75025882,-0.359054137,-0.872573664,11
-0.03667382,-1.343685441,-1.154175775,11
0.139218772,-0.101617012,-0.4917875,11
-0.751083377,0.619799928,0.048649783,11
-1.352584975,0.035558967,-0.54174875,11
-1.288489102,-0.116240279,-0.6332313,11
-1.233795412,0.080255707,-0.904632935,12
1.184921827,-0.176017301,0.20818902,12
0.032122325,0.564757093,-0.26131446,12
-0.28043766,-0.080709457,0.371289898,12
-0.481263097,0.13455282,-0.228540039,12
-0.478675573,1.682728337,1.000735207,12
1.351963015,0.271941453,0.447369199,12
-0.641388905,0.325283383,-0.020188058,12
-0.553588568,0.023946611,0.945007924,12
0.338819008,-0.105627211,0.031615524,12
0.307775042,1.366852564,1.363451213,12
-0.463849448,-0.51839826,-1.459186703,12
-1.385596868,-0.453331431,-0.665208846,12
0.249464285,0.217403842,0.084173584,12
-0.234142249,-0.044893719,-0.069323273,12
0.231931589,0.068372976,-0.06836845,12
0.822805945,0.825728909,0.663249069,12
1.207061971,0.414476056,0.732404539,12
0.340150442,0.664788021,-0.082086798,12
0.027300305,-0.908910307,-0.313405557,12
-0.774031557,-0.029661247,-0.437203349,12
-0.932491963,-1.138966848,-0.669866024,12
0.67921501,-0.794126826,1.328644576,12
0.629487125,0.241353159,0.572257327,12
0.505592443,0.769299629,0.027640611,12
0.364527834,0.072025702,-0.061902709,12
0.257011493,-0.49504223,-0.689826837,12
0.952477022,0.772886781,0.839718953,12
0.744107616,0.67022405,0.753879706,12
-0.473302479,-0.433169349,-0.287739842,12
0.199117183,-0.672176896,1.152185459,12
-0.985439422,-0.595338808,-1.40622339,12
0.249389762,0.546394311,0.373050353,12
0.043768706,1.004714795,0.910934569,12
-1.079101616,0.310991994,-0.227758823,12
-0.211381739,0.071654348,0.883384074,12
-1.321685088,-0.218277442,-0.830601747,12
0.856077849,0.748054842,0.053048041,12
0.698809866,0.410854758,0.793117789,12
1.171054123,2.045774519,1.193779058,12
0.615549328,0.384271012,0.291773022,12
-0.607290823,0.836243453,-0.411658191,12
-0.743491099,-0.566049585,-1.045242771,12
0.092006492,0.492991736,0.079170149,12
-0.374701254,0.654546354,0.80602082,12
-0.905606846,-0.552540295,-0.536822996,12
0.249629311,0.377648412,-0.236081807,12
-0.225322953,-0.581402522,-0.935835982,12
-0.957892247,-0.754063742,-1.549279785,12
0.360641253,0.056759792,-0.377298517,12
-0.460981119,-0.440289089,0.24452497,13
-2.134226777,-0.143952785,-1.600571363,13
-0.520888493,0.285434307,0.976563625,13
-0.793598749,-0.146116604,0.721848393,13
-1.537910461,-1.522575941,-0.932142861,13
-1.546189999,-0.533744183,-0.87909289,13
-0.254839394,-0.501797093,0.607866742,13
-0.271900477,0.596426851,0.965739871,13
-1.675156337,-0.606390853,0.130304008,13
-1.158817983,-0.542627329,0.732806816,13
-1.6645911,-2.311044764,-2.32029476,13
-1.161234519,-0.599917899,-0.051885454,13
-1.226316805,-1.392154031,-1.489083769,13
-1.112015083,-0.839620223,0.191125733,13
0.059224457,-0.593527475,1.77022864,13
-0.760624214,-0.362944145,0.372659526,13
-0.555065821,-0.47403402,-0.146842849,13
0.02332811,0.6027961,1.832172176,13
-2.577652799,-1.154010371,-0.111610364,13
-1.159145241,-1.049244746,-1.087674727,13
0.473004474,-0.520594902,1.768331876,13
-0.353574908,-1.451247516,0.23317301,13
-2.523921957,-0.3309888,-1.438775205,13
-0.088916274,-0.438010565,-0.001163369,13
-1.343416367,-0.744027107,-0.81431745,13
-0.159790868,-1.03811661,-1.613688682,13
-1.640693686,-1.345036549,-1.205518074,13
0.553594808,0.611055359,0.285998031,13
-1.160467297,-1.508909217,-0.617268333,13
-1.079816755,0.038566834,0.027598396,13
-1.274789612,-1.465415158,-0.936530747,13
0.221200446,0.00549045,2.00430466,13
-2.113617864,-0.285589715,-0.996929678,13
-1.621305457,-1.003941466,-0.164713835,13
-0.323502947,0.020833849,0.242632448,13
-0.877541998,-0.328223817,0.527277417,13
-0.850513641,-0.147516081,1.150165561,13
-2.571293977,-1.03077423,-1.800020525,13
-2.052768081,-1.897149864,-1.145618661,13
-1.668736897,-0.468125151,-0.304541542,13
-2.293449834,-1.441105957,-1.197270808,13
-1.200769641,-1.221382553,0.268664386,13
-1.312508152,-0.794276948,-0.506866362,13
-1.990047954,-1.142727013,-0.220822458,13
-0.423551026,-0.55020064,0.011507635,13
-1.068655258,-0.413111534,-0.99294578,13
-1.276415413,-0.649664697,0.001241407,13
